functionalized,47
revolutionize,69
chromatographic,11
chiral,97
compounds;,12
merits,63
low-throughput,4
serial,31
diameters,23
chemistries,69
handles,6
ligands,106
interrogating,7
studies:,10
translocation,12
immensely,11
differentiated,22
labor-intensive,11
ug,2
cross-listed,4
bio-nano,3
integrative,156
participatory,56
camps,54
girlgeneering,1
adults,114
pursued:,13
lab-tours,1
ugs,1
research;,47
mcnair,20
facebook,32
webcasts,4
peer-reviewed,162
newspaper,19
weblogs,1
displays,153
uta,4
participates,35
fair,53
planetarium,27
metroplex,2
clip,4
algae,124
austin,58
utex,8
handful,15
irreplaceable,8
feed,96
hundreds,192
cryopreserve,1
dna,770
signature,82
bi-monthly,2
algal,95
species-identification,1
algal-based,2
open-house,1
&,268
axion,8
coupling,352
drastic,15
gapless,6
dirac-cone,1
protected,49
time-reversal,7
back-scattering,1
prohibited,2
spin,390
non-dissipative,4
half-integer,1
hall,105
ultra-sensitive,12
surpass,16
magnetometers,11
explored;,1
doping,64
heterostructures,31
invoke,7
effect;,5
temperatures;,6
invention,25
low-dissipation,2
surface-states,1
spintronic,33
inductors,10
magnetometer,11
exploits,68
surveillance,91
#8722,1
multicultural,17
tuitions,1
assistances,1
hand-on,8
horizons,40
assets,54
mini-lectures,5
aiming,45
curiosity,25
creativity,61
rocky,32
mountain,136
2012:,4
wyoming,49
laramie,4
11-22,1
trainees,94
cross-discipline,7
enhances,89
supercomputing,30
ambassadors,14
pico-liter,1
encapsulation,31
mammalian,97
pcr,19
ascertain,22
point-of-care,14
buffer,30
interrogated,6
micro-channels,1
microfluidics,34
bioassays,8
fairs,15
osu,48
redevelop,1
kirchberg,1
wep,1
qwep,1
staring,1
scalar,54
adaption,9
operator-valued,1
martingale,5
filtrations,2
semigroup,7
calculating,31
topics:,24
modules;,5
adapting,46
completions,2
notably,64
structures---this,1
continuity,34
change---have,1
interestingly,12
1950s,11
deepening,19
us-french,3
paris,15
29-30,2
aude,1
oliva,1
alain,2
destexhe,1
binational,1
agence,11
nationale,11
la,79
recherche,15
anr,11
attended,47
french,41
gov,25
crcns,3
galapagos,14
mantle,381
petrology,20
geochemistry,86
basaltic,23
emplacement,22
igneous,32
provinces,17
lips,9
permian-paleocene,1
plumes,47
ocean-islands,1
oceanic,147
submerged,8
basalts,20
oib,4
lip,13
obscured,9
continental,176
contamination,96
petrological,4
hotter,8
melted,6
islands,117
secular,17
cooling,190
tail,30
ma,69
caribbean,73
province,39
preserved,66
accreted,8
terranes,9
sampling,306
15-60,1
panama,29
melts,65
transit,30
lithology,7
peridotite,20
pyroxenite,5
3he,16
4he,18
signatures,117
upper,230
proportions,16
lithologies,21
helium,51
radiogenic,21
isotope,276
trace-element,2
spatially-temporally,1
long-lived,27
gazel,2
ldeo,12
manages,12
ultraclean,1
teaches,34
cu,62
visiting,98
electron-microprobe,2
factored,1
non-scientific,7
yearly,38
trip,23
rican,8
univ,24
ucr,15
ipgp,2
computing-,1
isolator,2
isolators,7
parasitic,37
detrimental,27
ece,10
women@ece,1
cornell,84
fellowship,114
twenty-four,5
months,120
twelve-month,1
neil,6
treat,104
natalie,2
stingelin,1
imperial,18
kingdom,45
approaching,45
10%,46
predicated,7
utmost,13
strategy,337
semicrystalline,2
polyolefins,4
ordering,39
meets,45
standards,281
ccssm,7
developers,174
repurposed,3
core-plus,1
designers,99
exemplary,29
lessons,145
illustrating,17
spirit,15
council,100
nctm,6
loops,21
downloaded,7
supervisors,4
lesson,44
conjecturing,1
1201919,1
karl,6
ieee,87
imaging:,1
nano,83
isbi,9
emphasizes,76
neuroanatomy,2
2-5,8
barcelona,8
spain,25
ninth,16
cosponsored,2
societies:,2
sps,12
embs,8
2002,34
april,60
2006,47
2007,60
2008,83
bodes,1
tutorials,108
top-notch,9
discussions,298
superlative,3
didactic,3
recognizing,42
bioengineers,9
infectious,60
infectivity,3
virulence,15
invertebrate-microbial,2
terrestrial,187
transferable,20
ecosystems,448
life-history,6
dispersal,134
impending,21
rising,78
acidification,105
eutrophication,22
runoff,50
intrusions,18
salt,80
nsf-oce,2
convened,14
recommendation,61
disciplinary,108
surveying,31
diagnostic,172
invertebrate,34
innate,17
immune,149
five-week,3
friday,16
harbor,47
culminates,12
salish,10
sea,448
symplectomorphisms,1
symplectomorphism,4
biholomorphic,1
bryant,3
noncollapsing,1
collapsed,10
rotationally,2
clutterbuck,1
min-oo,1
compactness,13
yamabe,8
strominger-yau-zaslow,1
rfid,22
plagued,15
privacy,235
tag,20
promiscuous,7
reader,16
renders,15
unauthorized,14
reading,82
incites,1
relay,29
colluding,1
relaying,9
legitimate,14
impersonate,1
context-aware,7
newly-equipped,1
tags,51
undermining,7
sensor-centric,1
arrive,29
resource-constrained,6
lightweight,57
bulky,18
sealed,6
immobilization,13
ionogel,4
densities,93
discharge,80
capacitive,14
ionogels,1
on-campus,30
cathodoluminescence,4
scheduled,83
october,85
nist,27
gaithersburg,2
sponsorship,11
microanalysis,10
mas,8
australian,19
microbeam,4
amas,1
commonwealth,20
organisation,1
csiro,4
nsw,1
cl,19
non-incandescent,1
emission,189
photons,78
emitted,43
excited,81
defects,159
dielectrics,12
mineral,184
alteration,23
diagenesis,2
geochronological,3
provenance,29
ancillary,25
vendors,20
sabine,1
grunwald,1
gainesville,7
copis:,17
scot,2
ramesh,3
reddy,3
suhas,1
wani,1
semiarid,2
tropics,36
icrisat,1
collaborator:,5
balaji,1
venkataraman,2
vancouver,5
smallholder,16
geospatial,64
holistic,70
farmers,104
soil-crop,1
geoscie,4
ground-based,48
remotely-sensed,7
geo-referenced,8
karnataka,1
andhra,1
pradesh,1
multi-spectral,6
spatially-explicit,1
pixels,24
farms,53
analytically-derived,1
texture,24
macronutrients,6
phosphorus,64
micronutrients,4
sulfur,131
boron,40
zinc,50
diffuse,42
reflectance,28
drs,44
near-infrared,31
three-tiered,3
multispectral,1
scanners,11
cropping,9
seasons,44
instantaneous,21
ifov,1
crop-specific,1
stressors,37
settings;,8
3a,1
calibrate,62
vegetation-specific,1
properties;,14
3b,3
fertility,29
stress;,3
reusable,28
rlos,3
streamline,25
geoscie-based,1
agricultural-oriented,1
agropedia,2
ecolearnit,1
rlo,1
uf-icrisat,1
south-east,1
asia,79
audio,71
recordings,45
text-based,3
ideally,45
1201951,1
seal,10
ehs,8
nano-safety,2
workshop:,12
nanosystems,17
sanis,1
orlando,13
fl,14
8-9th,1
dec,4
-personal,1
-instrumentation,1
nanosafety,2
-nano,1
-lab,1
hood,8
sink,25
nano-research,2
-information,1
gathering,72
r&d,77
nanoscience,134
absolute,63
necessity,26
breed,8
nanostructure,52
organic-passivated,1
thick,59
sheets,116
organic-terminated,1
synthesized,113
nonaqueous,2
deintercalation,1
layered,61
zintl,1
xps,10
afm,79
graphane,2
fluorescence,178
air-,7
water-stable,3
allotropes,3
zero-dimensional,1
culminated,1
nobel,18
prizes,7
water-,2
evaluationg,1
innovators,22
materials-,1
energy-related,10
cosi,2
perovskite,14
earth-abundant,21
non-toxic,21
candidates,107
photoexcited,7
ultrafast,62
abo3,1
alkaline,13
sr,41
eu;,1
epitaxy,19
temperature-dependent,16
trts,1
ta,28
photophysics,12
oxide-based,6
lifetimes,43
mobilities,4
photocatalysts,27
in-class,19
university-initiated,1
philadelphia,41
controller,53
provable,14
epileptic,2
seizures,4
procedures;,2
achievable,49
optimum;,1
problem-independent,1
epilepsy,22
neurological,44
proactively,25
supplements,19
&#8195;,4
hadron,47
collider,50
geneva,11
switzerland,29
proton-proton,7
collisions,63
tevcollision,1
syracuse,38
lhcb,10
data-taking,7
segue,5
2013-2014,6
afterward,3
resume,7
tev,14
collision,49
charm,11
decays,30
well-positioned,10
cp,47
violating,13
asymmetries,11
polarizations,3
b-bbar,1
section,116
b-hadron,1
semileptonic,1
neutral,81
mesons,19
meson,12
psi,15
aggressively,16
angle,58
gamma,23
responsibility,32
locator,3
cherenkov,12
detector,150
upgraded,26
resistant,59
vigorous,20
luminosity,12
maintained,94
joined,26
quarknet,24
microphotonic,1
nanowires,138
all-optical,10
eric,19
mazur,1
tio2-photonics,1
octave,3
800,29
1700,5
nm,109
balances,23
two-photon,15
lithographically,4
sagnac,2
interferometers,11
mm2,1
pj,1
bit-rate,3
1tb,1
usher,8
spaced,16
bands,78
combs,10
expediting,4
adoption,260
mazurs,1
dusty,11
gases,179
charged,85
dust,68
cosmic,122
newer,20
impetus,10
include:,272
magnetized;,1
superparamagnetic,5
dust;,1
florida-georgia,4
lsamp,75
fglsamp,12
seeking,103
junctures,8
matriculating,7
entering,71
additions,16
2012-2017,3
talent,40
in:,12
augment,57
socialization,18
posts,14
five-year,46
15%,16
247,2
baseline,90
75%,26
asu,32
bcu,1
famu,1
fiu,13
time-to-graduation,2
85%,8
star,126
louis,62
stokes,51
mid-level,10
272,1
544,1
2017,19
enriches,15
successes,62
urms,5
featured,38
375,3
urm,44
diversifying,12
corporations,25
alumni,43
forecasting,110
radiometric,10
ground-to-sky,1
forecasts,95
natively,2
community-at-large,1
electron-beam,7
direct-write,11
microlithography,1
mask,19
photo-resist,1
coated,15
wafer,32
next-generation,201
hotolithography,1
disadvantage,16
slower,25
layout,60
differs,29
decoder,3
wellsuited,1
massively,51
maskless,2
microelectronic,18
canthereby,1
sheared,8
exb,1
reynolds,28
self-driven,1
zonal,29
suppressed,15
h-mode,1
toroidal,7
lacking,90
broadband,102
fluctuation-suppressed,1
dual-source,1
helcat,2
helicon-cathode,1
mexico,221
unm,22
x-points,1
biasing,3
comparisons,103
braginskii,1
3v,1
pic,11
biased,24
torpex,1
en,3
physique,1
des,10
école,3
polytechnique,4
fédérale,3
lausanne,9
crpp-epfl,2
fairbanks,15
full-time,42
astrophysical,82
multiple-input,10
multiple-output,9
light-emitting,26
diodes,37
focal,74
receiving,78
modulations,4
includes:,38
impairments,44
transmitter-receiver,1
distances,96
outdoor,30
diode,18
inter-vehicle,2
vehicle-to-hub,1
factory,15
stars,231
sun,73
permeated,3
tend,89
confine,10
arcades,1
coronal,28
tokamak,4
harnessed,24
perfect:,1
leak,10
spontaneously,16
lapd,1
livermore,9
massively-parallel,7
quantity,87
earn,30
565,1
90%,36
graduated,16
ut,37
bachelor,26
enrolled,64
reap,11
impressive,26
state-wide,9
enrollment,81
membership,44
veteran,16
culminating,13
partnering,81
co-enrolled,1
s-stem,67
competent,32
evaluator,21
impartial,1
first-generation,37
demographics,36
ice-shelf-buttressed,1
marine-based,4
glacier,86
drain,16
ocean-induced,2
ice-shelf,3
shelf,66
paleo,9
glacial,158
holocene,46
change;,19
reconstructions,83
assemble,73
invitees,9
remote-sensing,9
circulation,255
paleo-history,1
logistically,7
greenland,73
antarctica,53
retreat,36
glaciers,54
streams,175
buttressed,1
shelves,7
urgency,20
glaciologists,3
oceanographers,19
paleo-scientists,1
early-career,62
polar,149
encouraged,146
4th,21
19,24
non-ceramic,1
biennial,24
areas:,58
electro-,2
magnetic-,1
cultivating,11
federation,10
letter,15
advertised,14
advisors,37
females,84
lcds,5
one-on-one,31
presenter,3
displayed,24
synopses,3
hearing,61
overviews,7
outlook,10
presenters,36
reconnection,50
execute,52
mrx,3
significance:,2
campaigns,47
state-of-the,36
petascale,24
princeton,46
sciberquest,2
alamos,14
meteoroid-related,1
mesosphere,18
thermosphere,31
mlt,24
radars,36
lidars,4
viewing,44
geomagnetic,49
latitudes,29
meteoroid,15
trail-echo,3
fragmentation,30
sputtering,13
resultant,47
aeronomic,3
lower-thermosphere,1
aeronomy,15
sporadic-e,3
sporadic,5
mesospheric,7
echoes,5
pmse,2
illusive,3
unrecognized,14
radar,185
correctly,35
meteoroid--and,1
meteor,10
trail--is,1
terminal,28
controversy,20
tidal,64
noctilucent,1
clouds,143
high-power,27
large-aperture,4
hpla,1
meteoric,6
ions,181
smoke,18
ionospheric,69
d-,8
e-regions,1
trail,4
instructive,12
flare,3
non-thermal,6
rayleigh,20
lidar,82
galactic,73
joule,5
auroral,19
zones--an,1
apparently,23
stratospheric,36
meteor-related,1
spaceweather,1
rochester,52
bes-iii,1
beijing,22
open-charm,1
dalitz,1
kshort,3
factories,8
ckm,4
phi3,1
radiative,97
forbidden,7
indicative,11
assisting,36
prep,5
****technical,61
abstract****,124
cyanometallate,1
heterostructured,3
irradiation,24
persistent,81
photocontrol,1
spins,40
one-dimension,1
probed,41
anisotropy,86
molecule-based,5
magnets,43
pliable,2
magnetometry,9
high-field,5
high-frequency,35
nhmfl,10
spallation,5
sns,3
hfir,1
oak,49
ridge,86
ornl,6
****non-technical,58
reached,71
maturity,25
paint,15
pigments,35
externally,14
diminish,6
morphologies,35
magneto-optical,12
switches,65
environmentally,148
filters,70
lcd,13
energy-harvesting,7
evaluted,1
filtering,60
non-transmitted,1
color,155
backlight,2
acting,57
photovoltaic-integrated,1
panel,196
tfet,3
ýa,1
ým,3
subthreshold,2
slope,44
60,62
mv,8
tfets,4
2-terminal,1
proximity,86
diffused,4
alloyed,2
metal-first,1
mesa-first,1
spice,2
multi-tiered,12
sematech,5
naval,16
technion-israel,1
irondequoit,1
suburban,27
rit¡¦s,1
imagine,16
rit,13
festival,15
ignited,6
thermoelectricity,4
junctions,37
lagging,6
nonequilibrium,16
sermi-empirical,1
many-body,35
inelastic,21
footing,10
viable,173
fifteenth,4
riviere-fabes,1
minnesota-twin,9
20-22,1
celebrates,1
legacy,62
nestor,1
riviere,2
eugene,11
fabes,1
panagiotis,2
souganidis,2
cordoba,1
two-hour,4
one-hour,10
alazard,1
giuseppe,2
mingione,1
gabriella,1
tarantello,1
rachel,2
ward,7
distortion-tolerant,6
ultra-low,25
jingxian,1
wu,7
1202075,1
formidable,13
uninterrupted,7
scavenging,34
deliberately,10
accept,15
inevitable,13
tolerant,39
minimizing,88
shannon,12
distortion-free,1
unrivaled,3
error-minimization,1
throughput-maximization,1
latency-minimization,1
delay-tolerance,1
distortion-tolerance,1
coping,22
well-being,102
tracer-tracer,3
stratosphere,15
midlatitutde,1
wintertime,18
tropopause,8
invalid,5
concert,26
clarification,7
fluxes,174
non-compactness,1
tracer,63
scholar,67
work;,12
meteorology,48
mit,81
plasma-dynamics,1
nano-structures,12
mhz,33
100s,4
nano-gaps,2
varactors,1
resonators,36
ionization,62
field-emission,1
regimes:,1
avalanche,3
plasmadynamics;,1
microplasma,8
nems;,1
multiple-domain,1
memshub,2
microsystems,24
retain,104
ultrasonic,41
thermal-mechanical,2
retrieval,75
sub-wavelength,9
evanescent,9
micromachined,12
excitation,68
f-number,1
1-0,2
3-10mhz,1
bio-imaging,6
bio-microfluidics,1
noise-based,1
ultrasonics,2
predominantly,70
mitochondria,22
chloroplasts,10
grs,49
28-july,2
smithfield,2
rhode,23
metabolic,257
organismal,54
regarded,22
reputation,30
dna-containing,1
organelles,30
shared,385
fungal,76
specialize,13
150,64
30%,44
intend,46
ge,28
nanowire,60
on-current,1
sub-threshold,4
germanium,15
junctionless,1
disruptive,45
learned,168
inner-city,15
high-need,25
duke,62
kyma,1
iii-n,5
templates,36
$100b,1
energy-efficient,82
device-critical,1
device-quality,1
substrate-epitaxial,1
articulated,31
poise,1
small-business,3
management:,1
electric-drive,2
adaptively,24
healthy,80
accomplishing,21
parameters;,5
control;,4
retired,6
electrification,15
cleaner,12
comprises,40
cartography,2
distilling,6
summarizing,12
specifications,64
quality-of-service,9
augmenting,19
vivid,7
non-tangible,1
hierarchies,25
802,11
22,29
geo-monitoring,1
tangible,43
permeate,6
bio-informatics,1
speech,175
community-based,62
interpreting,76
body-worn,3
supervision,69
informationally,2
behaviorally,10
unobtrusive,9
community-guided,4
elderly,41
high-functioning,1
autistic,3
semi-supervised,7
relational,44
collecting,112
fine-grained,41
clinically-relevant,2
cheaply,13
unobtrusively,5
pushing,26
societally-important,1
collisional,24
dreicer,1
runaway,3
acceleration,69
particle-in-cell,8
monte-carlo,6
sub-fields,3
employer,12
supercomputer,26
rehs,2
single-crystal,18
sub-micron,11
low-threshold,4
high-output,1
life-sciences,1
bio-chemical,3
system-level,40
fascination,7
familiarity,13
gem-stones,1
uk,93
belgium,7
gratings,20
plasma-based,7
retire,1
micron,20
invariably,7
shorter,47
durations,12
sub-attosecond,1
time-resolution,1
proliferation,49
interfacing,27
signal-acquisition,1
scalability,107
lays,28
va-nc,8
urep,12
carolina:,1
bennett,4
elizabeth,16
johnson,31
saint,17
augustine,5
college;,6
doctorate-granting,1
research-extensive,2
mason,34
piedmont,1
opportunities;,9
earned,14
retreats,3
exemplified,12
evidence-based,96
succeed,44
tapping,4
label-free,25
plasmon-based,2
relativistic,32
drag,32
micron-scale,10
surface-plasmon,2
interferometer,34
low-contrast,1
phase-sensitive,2
fluid-circulating,1
opto-fluidic,1
shifts,169
counter-propagating,2
plasmons,7
amplitude-sensitive,1
nano-scale,47
flow-rate,1
micro-jet,1
interferometry,30
lab-on-chip,4
non-interacting,5
diagnose,25
microturblence,1
fabrication:,2
solvent,78
electronics:,1
multi-layers,1
device-to-device,3
suspending,4
dispersions,19
layer-to-layer,2
benign,55
solvents,42
structures;,12
photodiodes,7
aqueous,126
era,113
nano-metrology,2
nano-assembly,4
ag2ga,1
nano-needles,1
photomechanical,13
nanomanipulation,1
khz,11
filament,14
contained,54
pronounced,23
electro-mechanical,5
nano-mechanical,3
1202193,1
radiometer,3
temperature-monitoring,2
wearable,44
disposable,16
infant,44
arthritis,10
tumors,48
hyperthermia,6
treatment;,3
athletes,8
conditions;,19
foods,36
radiometry,3
thermometer,17
1cm,2
1k,1
transceiver,13
off-body,1
on-time,8
preventive,13
training;,6
competency,21
nist-boulder,1
eth-zurich,1
donations,2
no-cost,3
1202213,1
isaksen,1
reconstruct,109
2-complete,1
adams-novikov,1
1990,15
fabien,1
voevodsky,3
reverse:,1
spatiotemporal,50
trans-north,1
pacific,406
atmosphere-ocean,5
millennium,16
medieval,20
age;,3
paleoreconstructions,1
decadal,78
pdv,4
reconciled,6
1976-77,1
warming,190
preferred,59
multidecadal,3
oscillatory,30
basin-wide,4
linkages,78
sides,27
forcings,13
timescales,63
substantive,34
russian,43
smurfs:,1
memristors,5
&#8722;,1
memristor,11
potentials,76
neuromorphic,14
memristor-based,5
vlsi,17
memristive,22
explorations;,1
simulations;,10
package,79
bridged,3
boyanovsky,3
pittsburgh,73
exhilarating,1
journey,13
cosmology,99
inflationary,12
observability,5
forthcoming,16
neutrinos,73
dark,226
entanglement,47
neutrino,136
adversaries,16
high-impact,38
corporation,31
nerc,4
smartly,2
vulnerabilities,55
instability;,4
resiliency,49
strategies;,11
testbed-based,2
plausible,23
n-1,4
contingency,6
cyber-defense,2
skilled,70
triple-junction,2
spectrum-matched,1
absorption;,1
near-ir,2
spectrum;,1
interlayer,7
cells;,13
milestone,10
greener,15
licensing,21
1202232,1
chang,4
feedstocks,37
plasma-enabled,1
sterilization,7
programmed,15
gatherings,10
afternoons,7
evenings,3
brainstorming,10
weekend-long,1
kenan,3
grc-pps,1
non-threatening,1
peer,138
neuroengineering,7
motor,115
neurodegenerative,13
restored,13
neurostimulation,6
endogenous,11
drawbacks,24
excessive,31
tolerance,80
imperfect,33
microcoils,3
microstimulators,1
implantable,28
neuroprostheses,1
eddy,53
coils,10
insulated,4
stimulators,1
micromagnetic,3
coil,13
microcoil,4
neurons,131
ferrite-backed,1
neurostimulators,2
penetrating,14
neuroprosthetics,2
2-year,15
4-year,25
feeder,7
implanted,22
in-body,4
apparatuses,3
skin,87
retro-reflective,1
beamformer:,1
pilot,198
radiations,6
converge,29
regulated,71
contemporary,197
integration;,4
constructive,29
institutes;,2
high-tech,34
magnetic-field,3
nitrogen-vacancy,1
nv,11
sub-optical-wavelength,1
nt,1
hz1,1
scanning-probe,1
full-frame,1
depletion,51
low-intensity,4
stimulated-emission-depletion,1
sted,2
ground-state-depletion,1
gsd,2
apex,11
nanoscopy,1
system---100,1
diameter,48
tritonia,2
diomedea---a,1
slug,4
navigate,31
nv-diamond,1
spatially-resolved,6
ensemble,78
elucidation,51
nv-centers,1
magnetic-resonance,1
``lab-on-a-chip,1
minute,26
dangerous,27
diomedea,1
convenient,38
pointer,2
magnet,25
letting,3
mystic,2
diamonds,10
undergraduate-research-apprenticeship,1
tamu,23
plurality,3
nodes,180
prf,14
demonstrates,60
worthy,8
correlating,14
waveform-resolved,1
in-line,11
mid-career,11
technologists,20
visually,69
microelectronics,36
chance-constrained,1
runs,53
facilitates,111
svalbard,11
archipelago,17
norway,9
interplanetary,8
imf,8
parts:,11
induction,48
hemisphere,51
darkness,5
noon,3
imagers,7
photometers,3
eiscat,3
spear,5
superdarn,5
northernmost,2
fluxgate,1
magnetopause,2
belt,63
cyclotron,15
emic,8
resonantly,2
mev,6
belts,40
persistence,102
precipitation,287
alfvén,8
iar,4
heater,9
altitudes,15
dissipated,8
proportional,13
pc3-4,1
ulf,9
latitude,50
observatories,48
augsburg,7
wetting,25
dodecylbenzenesulfonate-doped,1
polypyrrole,1
ppy,1
dbs,2
manipulating,53
ultra-low-voltages,1
marangoni,4
inter-relationship,1
bi-directionally,1
attributed,41
portability,24
in-field,3
forging,13
affiliations,6
advocates,17
alliances,21
stevens,10
tfts,3
tft,4
nw,26
well-integrated,6
megahertz,1
gigahertz,4
niche,56
radio-frequency,10
rfids,3
consistently,49
nanotechnologyrelated,1
nemo,7
multi-hop,18
node,106
failures;,1
delay,97
characteristics;,5
cope,58
fading;,2
sniffing,3
malicious,48
tackles,24
symbol-level,1
streaming,69
p2p,8
rigid-analytic,3
furnished,2
l-adic,2
etale,3
p-divisible,2
rapoport,1
zink,3
kottwitz,1
predicts,55
correspondences,10
realizes,6
jacquet-langlands,2
endoscopy,3
beilinson,2
bernstein,3
schneider,1
stuhler,1
classic,82
biocompatible,32
agent,99
sensory,106
responsive,62
hydrogels,27
myriad,48
vivo,123
bench,20
bedside,1
paired,37
potentiate,2
electrophosphorescence,2
rt-ep,3
termed,56
phosphors,8
intersystem,1
crossing,19
singlet,21
triplet,10
lock,8
nonradiative,3
relaxation,79
stm,11
c-afm,3
kpm,1
polaron,2
exciton,31
photoluminescence,13
pl,3
photoinduced,13
pa,23
-detected,1
pldmr,1
padmr,1
oleds,5
electroluminescence,1
current-detected,1
prevents,31
pvd,4
eqe,1
3%,9
all-organic,3
phosphors-based,1
proposed:,36
isc,3
energy-conservation,2
relevance:,2
precious,25
friendly,48
education:,24
condensed-matter,11
quantum-engineered,4
interband,4
ic,51
long-wavelength,6
photodetectors,22
7-10,3
interband-cascade,1
icips,4
detectivity,2
d*,1
109,4
absorber,13
intersubband,2
circumvent,21
diffusion-length,1
shockley-read-hall,1
devices;,24
low-noise,12
statewide,41
conformational,47
vitro,91
intermediary,11
fluorophore,7
photobleaching,4
charge-based,3
field-effect-transistor,2
bandwidths,9
hours,75
metal-oxide-semiconductor,4
fluorescence-based,5
focusses,4
systems;,56
high-bandwidth,16
sensing;,7
platform;,2
riboswitch,15
lactose,1
repressor,2
front-line,11
harizanov,4
spectrally,7
fraisse,1
model-theoretic,2
scott,17
isomorphism,7
bi-orders,1
torsion-free,1
braid,5
computability-theoretic,1
nonassociative,11
binary,103
quandles,1
blossomed,2
nonalgorithmic,2
syntactic,40
infinitary,2
eccs-1202329,1
1202431,1
rhonda,2
franklin,14
ioannis,1
papapolymerou,1
co-integrated,2
ends,53
multi-function,3
exists;,2
back-end,6
post-assembly,1
heavier,16
all-in-one,1
3-d,122
system-on-a-package,1
sop,6
front-ends,4
lcp,3
amplifier,13
grow,214
consume,60
upgrades,29
alleviate,53
reconfiguration,15
disposed,5
undergrad,3
consumptions,3
flares,8
magnetospheric,46
substorms,5
disruptions,20
energetic,84
over-the-limb,1
impulsive,4
enhancements,66
mass-to-charge,1
magnetotail,9
revelation,1
heliosphere,11
rays,33
sectored,1
heliospheric,8
spacecraft,30
mhd,43
firehose,1
multi,12
asses,3
ropes,4
system;,30
pickup,3
non-adiabaticity,1
species;,21
fokker-planck,5
benchmark,65
astronauts,2
space-based,21
antihydrogen,15
alpha,20
antiatoms,1
achievement,124
configured,18
rebuilt,3
antimatter,6
rate:,1
positron,11
antiproton,2
synthesized;,1
positrons,2
antiprotons,2
recombine,7
hydrogen,280
cpt,9
baryogenesis,1
net,97
10^-7,1
lepton,10
leptons,5
field;,21
cavities;,1
diagnostics;,4
long-¬term,1
matter-¬antimatter,1
extraordinarily,25
noted,28
comprehended,1
uhv,4
cryogenics,7
magnetics,9
accessibility,96
hqft,5
cobordisms,1
eilenberg-maclane,1
reshetikhin,2
viro,1
virelizier,1
hqfts,2
spherical,33
g-fusion,2
g-categories;,1
g-modular,1
g-category,2
surgery,71
definitions,17
g-categories,1
g-version,1
drinfeld-joyal-street,1
categories:,8
appropriately,44
g-center,1
medalist,2
edward,5
topologists,8
co-authors,13
knotted,6
enlarges,3
shareshian,10
michelle,6
wachs,3
hessenberg,2
chromatic,10
russ,2
woodroofe,2
coset,1
contractible,2
nongraded,1
richard,23
stanley,12
supersolvable,1
stephen,17
p-subgroups,1
combinatorialists,1
attempting,45
enumerate,5
geometers,14
organizes,13
ehr,15
paesmem,2
complementing,22
wepan,3
overseeing,4
mentoring;,5
repository,120
products;,6
re-planning,1
offline,26
richer,32
animated,8
animation,36
hand-drawn,1
playback,2
express,69
model-data,2
sensorimotor,13
photoresponse,2
single-wall,1
nanotube,45
phototransistors,1
gates,27
analog-to-digital,12
unfolding,13
nanotubes-silicon,1
short-term,68
co-ops,3
scholars;,8
resistive,18
processors,128
shows,121
psychology,183
high-gain,5
hv,15
kv,2
35,46
sic,38
thyristor,5
triggered,48
non-latched,1
short-wavelength,1
monochromatic,9
optical-triggering,1
sic-based,4
optical-absorption,1
photogeneration-recombination,1
single-bias,1
bias,86
all-electrical,1
multi-bias,1
thyristors,1
eto,1
igct,1
mto,1
dmosfet,1
igbt,1
bipolar,3
ease,75
on-state,1
scalabilities,1
electromagnetic-interference,1
immunity,29
energy-conversion,1
direct-grid-interface,1
fuel-cell,7
inverters,6
energy-storage,3
power-quality,1
conditioners,4
hvdc,1
drives,81
fault-current,1
limiters,1
pulsed-power,1
middle-school,30
uic,13
iiswc,4
tx,23
nov,4
dna-wrapped,2
bio-compatible,1
bio-analytes,1
nano-antenna,1
rare-earth,18
emitter,19
bio-molecules,4
bio-functionalization,2
nano-materials,8
bio-sensor,1
accumulated,18
lehigh,10
inter-university,7
matpac,1
nanotech,5
part¬ners,1
exhibition,17
davinci,4
kutztown,1
gaan,2
stem-under¬rep¬re¬sen¬ted,1
soft-matter,5
micro-cantilever,3
tips,21
microscopes,23
plug,10
prevalent,65
discern,17
cantilever,7
flexure,1
doors,14
charfac,2
nano-interrogation,1
societies,178
understandings,104
engages,95
millennia,14
present-day,35
archaeology,95
documents,110
reservoir,49
agendas,13
budget,102
ikc,2
cambridge,21
profs,10
finno,1
rourke,1
whittle,1
massachusetts,122
kenichi,1
soga,1
recently-established,2
catalyzing,19
underground,71
ick,1
gis,89
system-wide,7
congested,6
energize,5
1202430,1
obeid,1
nebec,3
choices,157
38th,1
northeast,40
usb,20
thumb,2
metamaterials,58
imagination,17
isotropy,8
meandering,2
microscopy-inspired,1
stringent,28
scratch,12
world-renowned,6
turning,34
1202447-wilhite,1
reaction-assisted,2
separations,74
reforming,13
hydrocarbon,57
currency,24
mitigating,50
undesired,8
by-products,23
exists-,1
purify,9
h2,41
destroy,25
isolate,69
layer-by-layer,17
lbl,18
water-gas-shift,5
catalytic-permselective,3
permselective,4
washcoating,3
proton-exchange,1
pemfcs,2
poison,4
pemfc,2
performance;,24
dilutes,1
stream,167
removed,41
co-levels,1
equilibrium-limited,1
wgs,5
palladium-based,2
hydrogen-permselective,1
palladium,26
replacing,35
high-purity,4
compete,73
reverseselective,1
poly,44
ethylene,20
peo,8
allylamine,1
pah,4
high-pressure,36
reformate,4
180c,1
high-risk,31
